"abstract" "accomplished" "accurate" "active" "adventurous" "affected" "affectionate" "agreeable" "amiable" "anxious" "aristocratic" "awkward" "bashful" "benevolent" "bitter" "bold" "bright" "brisk" "brutal" "buoyant" "calm" "capable" "careful" "careless" "cautious" "certain" "charitable" "cheerful" "childish" "civil" "clever" "coarse" "cold" "communicative" "complicated" "complimentary" "confident" "confused" "considerate" "constant" "conventional" "cool" "cordial" "courteous" "crafty" "cruel" "cunning" "curious" "dainty" "deep" "dependent" "determined" "devilish" "direct" "disdainful" "dissatisfied" "distant" "dull" "eager" "earnest" "elegant" "emphatic" "energetic" "enthusiastic" "envious" "exact" "excessive" "excitable" "expressive" "extravagant" "faithful" "fastidious" "fearful" "feminine" "fervent" "fierce" "fiery" "firm" "flighty" "foolish" "friendly" "frugal" "gallant" "generous" "genteel" "gentle" "gloomy" "graceful" "gracious" "greedy" "gruff" "harsh" "hasty" "headlong" "heartless" "hearty" "honest" "humble" "humorous" "ignorant" "immovable" "impatient" "impetuous" "inconsiderate" "independent" "indifferent" "ingenious" "injudicious" "insolent" "intense" "intimate" "intricate" "irritable" "jealous" "juvenile" "kind" "kindly" "languid" "lazy" "literary" "live" "lively" "loud" "malicious" "manly" "maternal" "melodramatic" "merry" "mild" "moderate" "modest" "moral" "musical" "narrow" "natural" "nervous" "noisy" "obliging" "original" "particular" "passionate" "patient" "peaceful" "peevish" "philosophical" "playful" "pleasant" "polite" "precise" "profound" "prompt" "proper" "proud" "prudent" "punctual" "quick" "quiet" "rash" "reasonable" "reckless" "religious" "respectful" "responsible" "restless" "rigid" "rough" "rugged" "sarcastic" "scrupulous" "selfish" "sentimental" "serious" "severe" "silent" "simple" "sincere" "slow" "sluggish" "smart" "solemn" "speedy" "spirited" "sprightly" "stable" "steady" "stern" "straightforward" "strict" "sullen" "suspicious" "talkative" "tender" "thorough" "thoughtful" "thoughtless" "tight" "timid" "treacherous" "uncouth" "unmanly" "unvarying" "vague" "vain" "vigorous" "violent" "vivid" "warm" "wily" "worldly" "verbal" "wild" "wise" "zealous"
"graceful" 0 1 0 0 0 0 1 1 2 0 0 0 0 0 0 1 4 0 0 0 1 0 0 0 0 3 1 0 0 0 0 1 5 0 0 0 1 1 0 1 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 1 4 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 1 1 0 1 0 1 4 0 0 0 1 0 0 2 0 0 0 2 1 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 2 0 1 0 1 0 1 2 0 0 1 0 2 0 1 0 0 0 0 3 1 0 1 4 0 0 2 1 0 0 1 2 0 0 1 1 1 0 0 0 1 2 0 0 1 0 0 0 0 0 2 1 0 0 0 0 0 1 1 1 0 2 1 0 0 1 0 1 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 1 2 0 0 0 2 0 1 0 1 0 0
"gracious" 0 0 0 0 0 0 1 1 0 3 0 0 0 0 1 1 0 0 0 0 0 1 0 1 0 3 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 0 0 0 0 0 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 3 0 0 0 0 0 0 0 1 1 0 0 1 2 0 0 1 3 0 0 1 1 0 2 3 0 0 0 0 2 3 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 1 0 3 0 0 0 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0
"greedy" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 2 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0
"gruff" 0 0 0 0 0 0 1 1 0 1 0 1 0 1 0 0 1 1 0 0 1 0 1 0 0 1 0 0 0 0 0 1 3 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 2 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 1 1 0 0 0 0
"harsh" 0 1 0 1 0 0 0 1 3 3 0 0 0 0 0 0 1 0 0 0 1 1 1 1 0 2 0 0 0 0 0 4 4 0 0 0 1 0 1 3 1 0 0 0 2 0 0 3 0 3 0 0 0 0 0 0 0 3 1 1 1 1 0 0 0 0 0 0 3 0 0 0 1 1 0 2 1 1 1 0 0 0 1 0 0 2 4 0 0 0 0 0 1 1 1 0 1 1 1 0 0 1 0 0 0 1 1 0 0 2 0 0 0 0 0 2 0 0 1 0 0 0 5 0 0 0 0 1 1 0 0 0 1 0 1 0 1 0 0 5 0 0 0 0 0 0 2 0 1 1 0 0 1 0 0 3 3 0 0 1 0 0 0 0 1 1 0 1 1 0 1 1 3 3 0 0 1 0 0 0 0 0 0 0 2 2 0 0 1 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 3 1 0 0 0 0 2 0 0
"hasty" 0 0 0 1 0 0 0 2 1 4 0 2 0 0 1 0 3 0 0 1 2 0 1 1 1 6 1 1 0 0 0 1 2 0 0 0 2 1 1 2 1 3 0 0 2 1 0 1 0 0 0 0 1 0 0 0 0 0 1 3 1 0 1 0 0 0 0 1 1 1 1 0 1 0 0 0 0 0 0 2 1 0 1 0 0 3 2 2 0 0 1 1 0 0 1 2 2 1 0 1 0 3 1 1 0 1 1 0 0 1 1 0 0 2 0 2 0 1 0 1 1 0 3 1 1 0 0 1 0 1 0 3 0 1 7 1 1 0 2 4 0 1 0 0 1 0 1 0 0 2 1 2 3 0 0 2 4 0 0 1 0 1 1 3 0 2 1 1 0 0 0 2 2 4 0 0 0 1 1 0 0 1 0 1 1 0 1 0 0 0 0 2 1 1 0 0 0 0 1 0 2 1 0 1 2 1 2 1 2 0 1 1 0
"headlong" 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"heartless" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 1 0 0 0 0 0 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0
"hearty" 0 0 0 3 1 1 2 1 1 3 0 0 0 1 0 3 2 1 0 0 0 0 1 0 0 2 0 3 0 0 0 1 5 0 0 0 0 0 1 1 1 0 1 0 0 0 1 0 1 1 0 0 0 0 0 0 1 3 1 2 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 1 1 0 2 1 1 1 0 0 0 0 0 2 0 0 0 4 3 0 0 1 1 1 0 0 0 2 0 0 0 0 0 0 1 0 4 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 4 0 1 1 0 1 0 1 1 0 1 0 0 0 1 0 1 2 1 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 4 1 1 0 1 2 1 0 0 0 1 0 1 0 0 0 1 0 1 0 0 0 1 1 0 1 1 0 0 0 1 4 1 3 0 1 0 0 0 2
"honest" 0 1 0 0 0 1 2 1 1 2 0 2 1 1 2 0 4 1 1 2 4 1 0 2 0 3 1 5 1 1 3 3 11 0 0 0 2 0 0 1 1 2 1 0 1 1 1 1 0 2 3 1 0 1 1 0 3 1 1 1 1 0 0 0 0 2 0 2 1 0 5 0 1 0 0 3 0 0 0 0 3 0 0 1 2 5 1 2 0 1 0 1 2 2 0 4 0 4 0 2 1 1 0 0 2 2 1 1 1 0 0 0 1 0 0 5 0 0 0 0 0 1 6 2 2 2 0 2 0 0 0 0 0 0 4 0 0 1 3 6 0 1 1 0 0 0 3 0 0 0 1 2 4 2 0 2 3 0 0 1 0 1 0 2 1 1 2 1 1 3 0 0 1 8 4 0 2 2 1 1 0 2 0 0 2 3 1 2 1 1 0 0 0 0 0 3 1 0 1 1 1 2 1 1 6 0 3 0 2 1 2 1 1
"humble" 0 0 0 1 0 1 3 3 0 5 0 1 0 0 2 0 4 0 0 0 0 0 0 0 0 2 0 2 1 0 0 0 5 0 0 0 0 0 2 3 0 0 0 0 0 0 0 1 0 2 0 1 0 0 0 0 1 3 1 2 2 1 0 0 0 0 0 0 3 0 1 0 0 0 0 0 0 0 2 0 2 0 0 1 1 4 0 1 0 1 1 1 1 0 1 3 4 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 1 0 0 4 0 0 0 2 2 1 1 2 0 0 0 7 1 0 1 1 1 3 0 0 1 3 0 0 1 1 0 0 0 1 3 2 1 2 1 0 2 0 1 0 0 2 2 1 1 0 0 0 0 2 2 1 0 0 0 0 0 0 0 1 1 1 0 1 0 1 0 1 1 4 1 6 1 1 1 3 0 0
"humorous" 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0
"ignorant" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 2 0 0 0 0 1 0 0 0 0 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 0 1 0 0 1 0 0 0 0 1 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 3 2 1 0 0 3 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 2 0 1 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 1 0 1 0 0
"immovable" 0 0 0 1 0 0 0 1 0 3 0 0 0 0 0 1 2 0 0 0 1 0 1 0 0 1 0 0 0 1 2 0 1 1 1 1 0 0 0 0 0 1 0 1 0 0 0 0 2 2 0 1 1 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 3 1 0 0 2 3 0 1 0 0 0 0 1 0 0 0 0 1 1 0 0 0 3 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 1 1 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 1 1 0 1 0 1 0 0 0 0 0 0 1 1 0 1 0 0 1 0
"impatient" 0 0 0 1 0 0 3 1 0 6 0 1 0 0 0 0 1 0 0 0 1 0 1 2 1 1 2 1 1 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 0 0 1 0 1 0 2 4 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 0 0 1 3 0 0 1 1 1 0 0 0 0 1 1 0 2 1 0 1 1 0 0 0 3 0 2 0 0 0 0 1 0 5 0 0 0 1 0 0 0 0 2 0 1 3 0 0 0 2 4 0 0 0 0 0 1 2 0 0 3 0 2 1 0 0 3 5 1 0 0 0 0 0 0 0 1 0 2 0 1 0 1 1 3 0 1 1 0 2 0 0 1 1 1 1 0 0 0 0 0 0 1 1 2 0 1 1 2 1 0 0 0 0 0 3 1 1 0 0 1 3 0 0
"impetuous" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 2 0 0 1 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0
"inconsiderate" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 3 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0
"independent" 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"indifferent" 0 0 0 0 0 1 1 0 0 3 1 1 0 0 0 1 1 0 0 1 1 0 0 4 0 2 1 2 0 0 0 0 1 0 0 0 1 0 0 0 0 2 0 0 1 0 1 0 0 1 1 0 1 0 1 0 0 2 0 1 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 1 0 0 0 0 1 1 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 2 1 2 0 0 1 0 0 0 0 0 0 2 0 0 0 3 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 1 0 0 0 1 0 1 1 0 0 1 0 2 0 3 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 1 1 0 0 0 0 3 0 0
"ingenious" 0 0 0 0 1 0 1 2 1 1 0 0 0 0 0 3 1 1 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 2 1 1 0 0 0 1 1 0 0 2 1 0 0 1 1 1 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 1 0 1 1 0 2 1 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 2 0 0 0 0 0 0 2 0 0 0 0 1 1 0 1 0 3 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 2 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"injudicious" 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0
"insolent" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 1 1 0 0 0 2 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 2 0 0 0 1 1 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 1 0
"intense" 0 0 0 3 0 0 0 0 1 2 0 0 0 0 0 0 2 1 0 0 1 0 0 0 0 2 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 2 1 0 0 1 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 3 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 2 2 0 0 0 0 0 0 0 1 0 0 1 0 1 1 0 1 2 0 0 1 0 1 0 0 0 0 0 1 2 1 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 2 3 0 1 0 0 0 0 1 0
"intimate" 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 1 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 3 1 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1
"intricate" 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 2 1 0 0 1 1 0 1 1 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0
"irritable" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 2 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"jealous" 0 0 1 0 1 1 1 2 0 5 1 4 0 0 1 2 1 0 0 0 0 0 4 0 0 2 1 1 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 3 1 0 1 2 1 0 0 0 0 0 1 2 1 2 1 0 0 1 1 0 0 0 1 0 0 0 0 0 1 1 2 0 0 3 1 1 1 0 0 1 1 0 0 0 0 0 2 0 0 1 0 1 0 0 0 3 0 0 0 0 1 0 0 1 0 0 0 0 0 1 1 0 1 0 1 0 3 1 0 0 2 0 0 0 0 3 1 0 4 2 0 0 0 5 1 3 0 0 0 0 4 2 1 1 0 5 4 0 2 1 4 1 0 0 1 1 0 0 0 1 0 1 2 1 0 3 0 2 0 1 2 0 1 0 0 0 0 0 0 1 1 0 0 1 0 1 0 1 2 2 0 1 0 0 1 0 1 0 2 0 1 0 1 0 3 0 0
"juvenile" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 2 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"kind" 1 2 0 1 0 0 2 2 1 7 0 1 1 3 3 1 4 1 0 1 0 0 0 1 0 8 1 3 0 0 1 1 7 0 2 0 0 1 2 3 1 1 3 0 0 3 0 1 0 3 1 0 1 0 0 0 2 5 0 7 2 2 1 0 0 2 0 1 0 1 4 0 1 0 0 0 0 0 1 4 2 0 0 3 0 2 3 2 1 0 0 2 2 1 2 4 5 1 2 0 0 2 0 0 0 0 1 1 0 0 1 0 0 1 0 0 0 0 1 0 0 2 6 0 1 1 1 1 0 0 2 1 1 2 6 2 0 1 1 9 0 2 2 0 0 0 9 0 0 1 1 1 4 1 2 3 7 1 1 2 0 2 1 1 0 1 0 0 2 1 0 2 3 2 1 0 3 0 0 1 2 1 2 0 1 1 0 0 0 0 1 0 0 2 3 1 0 1 0 0 0 3 1 0 4 0 4 1 2 0 1 2 1
