"" "#-above" "#-accommodate" "#-are" "#-augur" "#-begin" "#-being" "#-conveniently" "#-courage" "#-deceive" "#-deserving" "#-disincline" "#-easy" "#-found" "#-hesitate" "#-make" "#-man" "#-manner" "#-married" "#-miss" "#-named" "#-penetrated" "#-prevented" "#-recover" "#-remain" "#-run" "#-since" "#-spend" "#-spirits" "#-spoiled" "#-surprise" "#-taken" "#-talked" "#-teaze" "#-understood" "#-use" "#-was" "#-were" "#-wrote" "abominable" "above" "acceptance" "accession" "accommodate" "accused" "acquainted" "acquiescence" "across" "adieus" "advantage" "advantages" "adverse" "affection" "agent" "agreement" "aid" "akin" "alarm" "alienations" "almost" "alteration" "alterations" "among" "and" "angry" "answers" "anxiety" "anything" "apology" "appointed" "approving" "are" "aristocratic" "armed" "ascent" "assorting" "astonish" "attachment" "attention" "attractive" "augmented" "balance" "bathed" "begin" "being" "benches" "bestow" "bewildering" "bewitched" "bias" "blister" "blows" "body" "bold" "breath" "burst" "butcher" "calculations" "captain" "careless" "changes" "chief" "chiefly" "civil" "civility" "clamour" "cliffs" "collections" "comforted" "complaisance" "completion" "complication" "composed" "composedly" "compromise" "conceited" "concern" "concussion" "condescending" "confide" "continual" "continually" "contracted" "conveyed" "cordiality" "cost" "counterbalance" "county" "courage" "cousins" "credible" "cripple" "crowd" "curtailed" "dab" "dealings" "deceive" "deception" "declaration" "declare" "decorum" "deeper" "defective" "dependencies" "descried" "descriptions" "deserving" "desired" "destination" "detected" "direction" "disagrees" "disappeared" "discern" "discerning" "disingenuous" "dissolved" "distinguished" "dullest" "duplicity" "dusk" "ear" "ears" "east" "easy" "effects" "eldest" "emotions" "emulating" "enabled" "encountered" "encouragement" "end" "enemy" "enforce" "enthusiast" "entrance" "established" "everywhere" "evidently" "excessive" "excluded" "exertion" "existing" "expose" "exquisitely" "extant" "extension" "failure" "far" "farewell" "farm" "fearlessness" "fears" "feature" "fever" "few" "fickleness" "fingers" "fitted" "five" "fly" "folding" "folks" "found" "furnish" "garden" "gate" "gay" "gifted" "girls" "gladly" "gravel" "grazier" "groom" "grounds" "habit" "handed" "happier" "hasty" "hearty" "heavy" "hence" "herself" "hesitated" "heyday" "hint" "hinting" "hitherto" "holds" "holidays" "hopelessness" "hurried" "imaginations" "immortality" "impart" "implicit" "indifferent" "information" "inimical" "instantly" "intelligible" "internally" "intimate" "invalid" "invitations" "jealous" "justified" "kicking" "kindle" "knelt" "landlord" "lead" "learning" "lose" "loves" "luck" "luxuriant" "mad" "make" "man" "managing" "manly" "manner" "many" "marked" "marriages" "married" "matrimony" "merit" "methods" "mild" "million" "minds" "mischance" "mischief" "mischievous" "miss" "missing" "misuse" "moderate" "momentary" "morning" "musings" "named" "naturally" "needed" "neither" "nevertheless" "nine" "nobody" "noticed" "noticing" "notion" "obligated" "obtaining" "obtrusiveness" "odious" "offer" "opposer" "outer" "outward" "overtures" "owner" "partner" "pausing" "penetrated" "pensive" "perforce" "perfume" "persisting" "petty" "plainer" "poems" "polite" "portion" "positively" "possible" "pounds" "practices" "preachers" "precepts" "presence" "pretended" "prevented" "printshop" "prior" "privilege" "proceeding" "producing" "projected" "promoted" "proposing" "protegee" "protestations" "public" "purchase" "purse" "question" "quick" "rare" "ready" "reasonably" "recollection" "recommencing" "recover" "reflected" "regaling" "relators" "release" "relied" "remain" "removals" "repeated" "repeatedly" "represent" "reprobates" "requires" "requisitions" "resettled" "rest" "restore" "resume" "retract" "retrench" "retrenching" "ribbons" "richer" "rode" "rose" "round" "rousing" "rub" "run" "sailors" "sauntering" "scrawl" "secondary" "selves" "sensation" "sensibility" "separation" "service" "shadow" "shocking" "short" "shortly" "shrubbery" "sickly" "side" "sides" "since" "slightest" "son" "songs" "space" "spacious" "spend" "spending" "spirits" "spurned" "stamped" "started" "startle" "startled" "steady" "steep" "story" "straitened" "strangest" "strenuous" "study" "style" "suavity" "suits" "superiors" "surprise" "surveyor" "swears" "sympathized" "taken" "tale" "talked" "talking" "tastes" "teaze" "tempered" "temptation" "them" "therefore" "these" "this" "thoroughly" "tiresome" "torment" "tossed" "transplanted" "treachery" "trust" "turnings" "twenty" "unable" "understood" "uneasy" "union" "unprofitable" "unvarying" "upper" "use" "useful" "usual" "verses" "very" "walk" "wandering" "warmth" "was" "watched" "welcome" "were" "which" "whispering" "whispers" "whom" "widower" "witnessed" "wretchedness" "wriggles" "wrote" "young" "your" "zealously"
"public" 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 1 0 3 0 0 0 1 0 1 0 0 2 0 0 0 1 0 0 0 0 0 1 0 1 0 4 1 0 5 8 1 0 2 3 1 0 0 2 0 1 1 0 0 4 2 0 0 0 0 0 6 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 1 0 1 0 0 0 0 0 1 0 0 1 1 0 0 1 0 1 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 2 0 0 0 0 1 3 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 2 0 0 0 1 1 0 5 0 0 0 2 0 0 0 6 0 0 0 0 0 3 1 1 0 0 1 2 0 1 0 0 0 0 4 0 1 0 1 0 0 0 0 0 0 1 0 0 3 2 0 1 0 0 2 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 6 4 0 0 2 3 1 0 1 0 1 0 0 0 0 0 1 0 1 0 1 1 1 5 0 0 2 0 1 0 0 1 0 0 0 0 0 1 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 5 0 0 0 0 1 0 0 0 0 0 1 0 1 1 0 0 1 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 1 0 0 1 0 0 0 1 0 1 1 0 0 0 0 0 0 1 0 0 2 0 0 0 0 1 0 0 0 1 2 0 0 0 0 4 0 0 0 3 0 4 0 1 0 0 0 0 0 3 0 0 0 0 1 2 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 3 0 0 0 0 0 8 3 1 7 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 2 2 1 0 8 3 0 1 5 0 0 8 8 0 0 0 2 1 0 0 0 3 3 0
"purchase" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0
"purse" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 1 1 1 0 0 1 0 0 0 0 0 1 1 0
"question" 0 0 2 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 9 6 0 0 1 1 0 0 0 3 0 0 1 5 2 0 2 0 0 0 0 0 1 8 0 0 4 17 1 1 1 4 0 0 1 10 1 1 0 0 0 0 5 0 0 0 0 1 16 1 1 0 0 2 0 0 0 0 0 2 0 2 0 0 2 2 2 3 2 0 1 0 0 3 0 1 1 0 1 0 1 0 0 0 1 3 1 0 3 0 0 0 1 2 0 0 0 1 0 0 0 1 0 1 1 1 0 0 0 0 1 0 0 0 2 0 1 0 1 0 1 2 0 0 1 0 1 1 5 0 0 1 0 1 0 0 6 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 3 0 0 0 0 0 0 7 1 1 0 2 1 0 1 8 0 0 0 0 0 0 1 0 0 0 1 0 1 1 0 0 0 0 12 0 0 3 0 1 0 0 0 0 1 0 0 1 2 1 0 2 1 0 1 0 1 1 0 0 0 1 1 0 1 2 0 0 0 0 11 6 1 1 8 9 1 0 2 0 3 0 0 0 0 0 1 0 0 0 0 0 2 7 0 0 0 0 6 0 0 3 0 0 0 1 0 0 0 1 0 0 2 0 0 0 0 0 0 1 0 0 0 1 1 1 0 0 5 1 0 0 0 0 0 1 0 0 0 2 0 1 0 1 0 0 1 0 1 0 2 0 3 0 1 1 1 0 1 0 1 0 1 1 2 1 0 0 1 1 1 4 1 0 0 1 1 0 0 0 0 2 0 1 1 0 0 1 0 1 2 0 1 0 1 0 10 0 0 0 7 0 5 2 0 0 1 0 2 2 6 1 0 1 1 1 1 1 1 0 0 0 0 3 0 0 0 3 0 1 0 7 1 7 2 0 0 0 0 16 7 8 14 0 1 0 0 0 1 1 0 1 1 3 0 0 0 0 2 1 0 3 0 15 7 0 2 8 1 2 10 16 0 0 5 0 2 0 0 2 8 9 0
"quick" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 1 0 3 1 0 3 0 0 0 0 1 0 2 0 0 2 7 0 0 1 2 0 0 1 2 1 0 0 0 0 1 1 0 0 0 0 1 7 0 2 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 1 2 2 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 4 0 0 0 0 0 0 3 0 0 0 0 0 0 0 4 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 5 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 6 5 0 0 2 3 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 2 1 0 0 0 1 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 2 0 0 2 0 1 0 0 0 0 0 1 0 1 0 0 2 0 0 0 1 0 0 0 0 0 1 1 0 1 1 0 3 0 0 0 0 0 0 0 0 1 0 0 0 0 0 4 0 0 0 2 1 4 2 0 0 0 0 0 1 3 1 0 1 0 0 0 0 0 0 0 0 0 2 1 0 0 1 0 0 0 1 0 0 2 0 0 0 0 7 1 3 6 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 6 1 0 2 6 0 1 6 7 1 0 1 0 0 0 0 0 4 2 0
"rare" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 1 0 0 1 1 0 0 1 1 0 0 1 0 0 1 0 0 1 0 0
"ready" 0 0 1 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 1 2 0 0 0 1 1 9 2 0 1 3 0 0 0 0 5 0 1 0 6 1 0 3 0 0 0 0 2 1 10 0 0 4 17 0 0 0 5 0 0 0 7 0 0 1 0 0 3 5 0 0 0 0 2 15 0 1 1 0 2 0 0 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 3 1 0 0 0 0 0 0 2 1 0 2 0 0 0 0 2 6 0 0 2 0 0 0 1 1 0 2 1 0 1 1 1 1 0 0 1 0 3 0 0 0 0 0 0 2 0 0 0 0 0 0 3 1 1 0 1 0 0 0 6 0 0 0 2 1 1 4 0 0 3 1 0 0 1 1 0 4 0 0 0 1 0 1 9 1 1 0 2 1 1 1 6 0 1 1 0 0 1 1 0 0 1 1 1 0 1 0 0 0 0 11 0 1 1 0 1 1 0 0 2 0 0 0 0 3 1 0 4 0 0 3 0 0 1 0 1 0 0 0 0 0 1 1 1 0 0 12 9 0 1 6 7 0 1 2 0 1 0 0 0 1 0 1 0 0 0 0 1 2 10 2 1 1 0 6 0 1 2 0 1 0 0 0 0 0 2 0 1 1 0 0 0 0 0 0 0 1 1 1 0 0 2 1 0 5 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 3 2 0 0 0 1 0 1 0 0 0 0 0 4 0 2 0 0 0 0 0 0 6 0 0 1 0 0 0 0 0 0 3 0 0 2 0 0 0 0 0 1 2 1 3 0 0 9 0 0 0 9 0 8 0 1 0 0 0 1 1 6 0 0 0 0 2 1 0 1 0 0 0 0 2 0 0 0 1 0 0 1 1 0 6 4 0 1 0 0 17 5 6 16 1 0 0 1 0 0 1 0 1 1 2 0 1 0 1 0 2 3 2 0 15 5 0 1 8 0 1 15 16 0 0 6 1 1 0 0 1 6 10 0
"reasonably" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 1 1 0 0 1 0 0 1 0 0 1 0 0
"recollection" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 3 0 0 0 1 0 0 0 1 1 0 1 0 1 0 0 0 0 0 1 0 0 0 5 0 0 3 8 0 0 2 3 0 0 0 3 0 0 0 0 0 3 1 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 2 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 1 0 0 1 0 0 1 1 1 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 5 0 0 0 1 0 0 3 0 0 1 1 0 0 0 4 0 0 0 1 0 1 0 0 0 0 0 2 0 3 0 0 0 1 6 0 0 0 0 0 0 0 1 1 0 0 1 0 1 1 0 2 0 0 0 0 0 1 1 0 0 0 0 1 1 1 0 1 0 0 5 5 0 0 2 3 1 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 1 4 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 3 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 1 1 0 0 1 0 0 0 0 0 2 1 0 1 0 0 0 0 0 2 0 1 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 1 1 1 0 0 3 0 0 0 3 1 4 0 2 0 0 0 0 0 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 1 0 1 2 1 0 0 0 7 1 5 7 0 0 0 0 0 0 2 0 1 1 0 0 0 1 0 0 1 2 1 0 6 1 1 0 5 0 1 7 8 1 0 3 0 1 1 0 0 3 4 0
"recommencing" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 1 0
"recover" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 1 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 3 0 0 1 3 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 2 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 2 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 3 2 0 3 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1 0 0 2 0 0 0 1 0 0 2 3 0 0 2 0 1 0 0 0 0 3 0
"reflected" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0
