"" "#-alone" "#-bad" "#-beautiful" "#-cold" "#-good" "#-interested" "#-little" "#-old" "#-pleasant" "#-unreasonable" "#-wise" "active" "admirable" "adventurous" "affectionate" "afraid" "aggravating" "agreeable" "alone" "amazing" "amusing" "angry" "anxious" "appealing" "argumentative" "artificial" "ashamed" "athletic" "attractive" "average" "awake" "awful" "awkward" "bad" "bashful" "beautiful" "big" "bitter" "blind" "bold" "brave" "bright" "brilliant" "businesslike" "busy" "calm" "capable" "careful" "careless" "casual" "cautious" "certain" "charming" "cheap" "cheerful" "childish" "chubby" "clean" "clever" "cold" "comfortable" "comical" "compassionate" "competent" "complicated" "concerned" "confident" "confused" "confusing" "considerate" "consistent" "cool" "cranky" "crazy" "critical" "cruel" "curious" "dangerous" "daring" "decent" "delighted" "delightful" "dependent" "depressed" "desirable" "devoted" "difficult" "direct" "disappointed" "dishonest" "disrespectful" "distinguished" "dumb" "eager" "elderly" "embarrassed" "embarrassing" "encouraging" "energetic" "entertaining" "evil" "excellent" "excited" "exciting" "exhausted" "experienced" "expressive" "extraordinary" "fair" "faithful" "familiar" "famous" "fascinating" "fat" "feminine" "fine" "firm" "flexible" "foolish" "forgetful" "fortunate" "friendly" "frightening" "funny" "furious" "generous" "gentle" "genuine" "glad" "good" "gorgeous" "graceful" "gracious" "grateful" "great" "greedy" "handsome" "happy" "hard" "harmless" "healthy" "helpless" "hilarious" "honest" "hopeful" "humorous" "ignorant" "impatient" "important" "impressive" "inconsiderate" "independent" "inexperienced" "innocent" "intelligent" "interested" "interesting" "irresponsible" "irritable" "irritated" "irritating" "jealous" "joyful" "kind" "lazy" "liberal" "little" "lively" "lonely" "lonesome" "loud" "lovely" "loving" "lucky" "mature" "mean" "modest" "moody" "muscular" "natural" "neat" "needy" "negative" "nervous" "nice" "noisy" "obnoxious" "observant" "offensive" "old" "open" "opinionated" "ordinary" "original" "outstanding" "passionate" "pathetic" "patient" "peaceful" "persuasive" "plain" "playful" "pleasant" "pleased" "pleasing" "polite" "poor" "popular" "positive" "powerful" "practical" "pretty" "private" "productive" "professional" "prominent" "proper" "prosperous" "proud" "punctual" "quiet" "radical" "reasonable" "rebellious" "relaxed" "remarkable" "respectable" "respected" "respectful" "responsible" "retarded" "rich" "ridiculous" "rough" "rude" "sad" "sarcastic" "satisfied" "secure" "selfish" "sensible" "sensitive" "sentimental" "serious" "shallow" "short" "shy" "sincere" "sleepy" "slender" "smart" "snobbish" "social" "spontaneous" "stable" "strange" "strict" "strong" "stupid" "successful" "surprised" "suspicious" "sweet" "sympathetic" "talkative" "tall" "terrible" "thankful" "thin" "thoughtful" "thoughtless" "tiny" "tired" "troubled" "trustworthy" "truthful" "uncomfortable" "unhappy" "unlucky" "unreasonable" "unusual" "useful" "violent" "warm" "weak" "wealthy" "well" "wise" "wonderful" "worthy" "young" "wasteful" "youthful" "sloppy" "religious" "tough" "unemployed" "reckless"
"#-wise" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"active" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 3 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 2 0 0 0 3 0 1 1 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 1 0 5 7 0 0 1 0 7 0 1 3 1 1 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 7 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 1 0 0 0 0 6 4 0 0 1 0 0 0 0 0 0 2 0 1 0 0 0 1 2 0 1 0 2 1 0 1 0 1 0 0 0 1 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 3 1 0 0 0 1 0 0 0 0 1 0 2 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 1 3 0 0 0 0 0 0 0
"admirable" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 2 0 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0
"adventurous" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"affectionate" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 3 0 0 1 0 0 0 1 1 0 0 0 0 0 0 2 0 4 0 1 0 1 0 1 0 0 0 0 0 1 1 0 0 4 2 0 2 0 0 1 1 1 3 0 0 0 0 0 0 0 0 1 0 1 0 0 0 3 1 0 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 2 2 3 0 0 1 0 0 1 0 1 0 0 1 0 0 0 1 3 0 5 11 0 2 0 2 10 0 0 4 1 1 0 1 0 4 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 5 0 0 12 0 0 0 1 0 1 0 0 0 1 0 0 3 0 0 1 0 0 4 0 0 0 13 5 1 1 1 0 0 0 0 1 0 3 0 2 0 0 0 7 0 1 0 0 0 1 0 1 0 1 0 1 0 5 0 0 1 0 3 0 0 0 0 0 1 0 0 2 0 0 2 0 0 0 0 0 0 0 5 0 2 0 0 0 0 2 0 0 5 0 3 0 0 1 0 0 1 0 2 1 0 1 3 0 0 3 0 0 0 0 1 0 0 0 0 0 1 2 1 1 0 0 0 9 0 0 0 0 0 0 0
"afraid" 0 0 0 0 0 0 1 1 0 0 0 2 0 0 2 0 0 2 8 3 0 0 1 0 1 0 2 0 0 0 2 0 0 5 0 3 0 1 3 3 0 6 1 0 3 0 0 2 1 0 2 8 3 1 3 0 0 3 1 9 7 0 0 0 1 0 0 0 0 0 1 0 0 1 0 2 1 2 0 1 0 0 0 0 0 0 4 0 1 1 0 1 2 1 2 2 1 0 0 0 1 1 1 0 1 0 0 5 3 1 0 1 1 0 1 1 0 0 2 0 0 5 0 0 2 1 5 0 8 26 0 3 1 1 26 0 0 6 6 2 0 0 0 7 0 0 0 2 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 9 0 1 30 0 2 1 4 3 0 1 0 0 1 0 0 7 1 0 2 0 2 3 0 0 0 30 8 0 0 3 0 0 0 1 1 0 5 1 8 1 0 1 13 1 0 0 0 2 1 0 1 0 3 0 1 0 8 0 0 0 0 3 1 0 1 0 1 0 0 3 0 4 0 0 0 0 2 0 0 3 0 15 1 0 1 1 4 0 0 0 3 9 0 7 0 1 2 0 3 0 0 0 3 1 1 3 0 1 2 1 0 0 1 0 0 0 0 0 3 5 3 0 2 0 0 3 12 1 0 0 0 0 0 0
"aggravating" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"agreeable" 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 2 0 0 4 1 0 0 5 0 0 0 0 0 0 0 1 1 0 1 0 1 0 1 0 0 0 2 1 0 1 1 0 2 0 0 0 6 0 1 4 0 1 0 0 4 4 1 0 0 0 0 0 2 0 0 0 1 1 0 1 0 1 0 0 1 0 1 1 0 0 0 3 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 2 2 0 1 0 0 1 0 2 0 0 1 0 0 2 1 1 0 1 1 0 4 11 0 0 0 1 14 0 1 4 4 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 1 0 1 0 0 17 1 0 1 1 1 0 0 0 0 2 1 1 4 0 0 0 1 1 1 0 0 0 16 5 0 0 5 0 0 1 0 0 0 5 0 5 0 0 1 9 1 0 3 2 1 2 0 1 0 3 0 0 0 1 0 1 0 1 2 1 0 0 1 0 4 0 1 0 0 0 3 1 0 0 1 1 1 1 10 0 1 1 0 3 0 1 0 0 4 0 6 0 0 1 1 2 0 1 0 1 0 1 1 0 0 3 0 1 0 1 1 0 0 0 2 1 1 0 0 0 1 0 0 12 0 0 0 0 0 0 0
"alone" 0 0 0 0 0 0 0 1 1 0 0 3 1 1 3 8 0 4 0 0 0 4 7 0 0 0 1 1 1 0 2 0 0 4 0 6 0 1 2 2 0 12 3 0 3 3 0 3 2 0 0 7 0 1 9 2 0 0 0 10 5 1 0 0 0 1 0 1 0 0 0 0 0 1 0 1 4 0 0 0 1 1 0 1 1 0 6 0 0 2 0 0 2 0 0 0 0 0 1 0 3 1 2 1 1 0 1 4 2 1 6 1 1 3 0 2 1 1 4 0 1 3 0 1 0 1 4 0 13 30 0 2 1 5 28 1 0 13 10 1 2 3 1 6 0 0 0 3 3 0 0 1 0 4 1 0 0 1 0 0 0 0 1 5 0 2 36 0 3 1 3 1 1 1 0 1 1 1 0 4 0 1 1 0 2 3 0 1 0 36 11 0 3 8 0 0 1 0 2 1 6 0 5 2 0 1 17 4 0 0 0 3 4 1 2 0 1 0 1 0 10 0 0 1 0 3 1 0 0 1 0 3 0 4 0 8 1 5 1 0 1 0 1 2 0 16 0 2 0 1 4 0 1 0 1 9 2 10 0 1 2 1 3 0 0 2 4 3 0 4 0 1 5 2 0 1 1 3 0 0 1 1 5 5 3 0 4 2 0 4 15 0 0 0 0 0 0 0
"amazing" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 1 0 0 0 1 1 0 0 0 1 0 0 0 1 0 0 2 0 1 1 1 2 0 0 0 0 0 0 0 0 1 0 0 1 4 0 0 1 0 0 0 0 3 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 0 2 1 1 0 0 1 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 3 4 0 1 1 0 0 1 1 0 0 0 0 0 3 0 0 1 0 1 0 0 7 0 1 0 1 7 0 1 1 1 0 0 0 0 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 10 0 0 0 1 0 0 0 0 0 2 0 0 2 0 0 0 0 0 2 0 0 0 6 3 0 0 1 0 0 0 0 0 0 2 2 1 1 0 2 1 0 0 0 0 2 1 0 0 0 0 0 0 0 2 0 0 0 0 3 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 6 0 0 0 0 1 0 0 0 0 2 1 5 1 1 0 0 0 0 0 0 3 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0
"amusing" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"angry" 0 0 0 0 0 0 0 0 1 0 0 1 1 0 1 0 0 0 4 1 0 0 2 0 0 0 0 0 0 0 1 0 1 3 0 3 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 4 3 0 3 2 0 0 1 2 3 1 0 0 0 1 0 0 0 0 0 0 0 1 1 2 1 1 0 0 0 1 0 1 0 0 0 0 1 0 0 1 1 1 0 0 0 1 0 0 1 1 1 0 1 1 0 3 4 1 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 1 3 0 4 12 0 0 0 1 12 0 2 4 4 0 1 1 0 2 0 0 0 1 0 0 0 0 0 3 0 0 0 0 0 0 1 2 0 2 1 1 14 1 2 0 0 0 0 0 0 1 1 1 0 2 0 0 0 1 4 1 0 0 0 7 4 0 2 1 0 0 0 0 1 0 3 0 2 0 0 0 9 1 0 1 0 1 0 0 0 0 1 0 0 0 4 0 0 0 0 3 0 1 0 0 0 1 1 0 0 4 0 2 0 1 1 1 0 1 0 8 0 0 0 0 0 0 0 0 0 4 0 4 0 1 0 0 0 0 0 0 2 2 0 1 0 0 0 0 0 0 1 0 1 1 1 2 2 3 3 0 1 1 0 1 7 0 0 0 0 0 0 0
"anxious" 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0 1 0 5 7 1 0 2 0 1 0 0 2 0 0 0 1 0 1 4 0 1 0 0 0 0 0 8 1 0 2 3 1 3 0 1 0 3 0 2 2 1 0 1 1 9 2 2 1 0 0 0 0 0 0 0 1 3 0 1 0 2 4 0 0 0 1 1 0 0 0 0 4 0 0 0 0 0 2 4 0 0 0 0 0 0 0 0 0 0 1 0 0 5 3 2 2 0 0 0 0 4 0 0 2 0 1 3 1 1 0 0 5 1 6 22 1 0 0 3 25 0 3 11 3 0 2 2 0 1 0 0 0 2 0 1 1 0 1 3 0 1 0 0 0 0 0 0 0 6 1 0 28 0 2 1 3 0 0 0 0 1 2 0 0 4 1 1 0 0 0 3 0 0 0 28 10 0 2 2 0 0 0 1 1 0 5 0 4 3 0 0 17 0 0 1 1 4 1 0 2 1 2 1 1 1 6 0 0 0 1 6 0 0 0 0 0 3 0 1 0 1 0 1 0 1 0 1 1 1 0 16 0 0 1 2 2 0 0 0 0 8 0 5 0 0 8 2 3 0 0 2 3 1 0 3 0 0 6 3 1 0 0 1 0 0 3 0 2 4 8 1 3 2 0 0 13 0 0 0 0 0 0 0
"appealing" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"argumentative" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"artificial" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 1 2 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
"ashamed" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 1 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 3 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 1 0 2 4 0 1 0 2 6 0 0 1 2 0 0 0 0 2 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 5 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 4 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 1 0 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 5 0 0 0 1 1 0 0 0 0 2 0 3 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 3 0 1 0 0 0 0 0
"athletic" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"attractive" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0
"average" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 2 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 3 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 2 0 0 0 0 0 0 0
